,Src Pt,Dst Pt,Packets,Bytes
1175,22,15363,27,3809
1176,15363,22,25,3054
1177,22,9078,1,44
1178,9078,22,2,92
1179,22,48142,19,3185
1180,48142,22,15,2163
1181,22,55816,19,3185
1182,55816,22,15,2163
1183,22,58952,26,3745
1184,58952,22,24,2889
1185,14957,80,1,46
1186,80,14957,6,264
1187,51078,22,7,413
1188,22,51078,9,3543
1189,49386,2323,1,46
1190,2323,49386,1,40
1191,22,45613,19,3185
1192,45613,22,17,2267
1193,60182,22,12,1808
1194,22,60182,13,2185
1195,57424,22,17,2267
1196,22,57424,19,3185
1197,23124,22,6,329
1198,22,23124,13,8613
1199,2736,22,28,3807
1200,22,2736,31,4201
1201,22,48262,19,3185
1202,48262,22,17,2267
1203,28257,22,6,329
1204,22,28257,11,5569
1205,22,51082,19,3185
1206,51082,22,15,2163
1207,22,51683,19,3197
1208,51683,22,17,2267
1209,22,34710,19,3185
1210,34710,22,17,2267
1211,25777,22,15,2163
1212,22,25777,20,3237
1213,41073,22,8,1347
1214,22,41073,16,9745
1215,22,51588,5,1285
1216,51588,22,6,340
1217,30227,3386,1,46
1218,0,3,1,68
1219,32529,22,7,387
1220,22,32529,8,2482
1221,50237,22,12,1345
1222,22,50237,14,2153
1223,39328,23,1,46
1224,23,39328,1,40
1225,22,4801,21,3146
1226,4801,22,17,3033
1227,46905,22,13,1593
1228,22,46905,13,2669
1229,22,25713,26,3745
1230,25713,22,24,2889
1231,22,57164,19,3185
1232,57164,22,17,2267
1233,22,46628,19,3185
1234,46628,22,17,2267
1235,22,38788,26,3745
1236,38788,22,24,2883
1237,22,3710,18,2985
1238,3710,22,13,2779
1239,9090,22,2,92
1240,22,9090,1,44
1241,37416,22,16,2227
1242,22,37416,21,3398
1243,22,3480,19,3093
1244,3480,22,14,2825
1245,27776,22,7,375
1246,22,27776,8,3511
1247,50764,22,17,2267
1248,22,50764,19,3185
1249,19217,23,1,46
1250,23,19217,1,40
1251,30617,22,15,2163
1252,22,30617,20,4213
1253,59179,23,1,46
1254,23,59179,1,40
1255,80,4840,80,3520
1256,4840,80,15,690
1257,22,57297,19,3185
1258,57297,22,17,2267
1259,53,46945,1,129
1260,46945,53,1,68
1261,53,41422,1,250
1262,41422,53,1,68
1263,443,44626,9,5455
1264,44626,443,12,1710
1265,445,3956,3,120
1266,3956,445,3,144
1267,22,38684,19,3185
1268,38684,22,15,2163
1269,14863,22,26,3036
1270,22,14863,26,3745
1271,22,38840,19,3185
1272,38840,22,17,2267
1273,16308,23,1,46
1274,23,16308,1,40
1275,15316,22,7,381
1276,22,15316,12,1803
1277,8000,60642,3,132
1278,60642,8000,5,314
1279,22,43840,19,3185
1280,43840,22,15,2163
1281,57232,22,24,2930
1282,22,57232,26,3745
1283,20833,22,17,2267
1284,22,20833,20,3305
1285,16308,2323,1,46
1286,2323,16308,1,40
1287,18320,22,24,2900
1288,22,18320,26,3745
1289,22,59849,5,1285
1290,59849,22,6,340
1291,40812,1434,1,46
1292,0,3,1,57
1293,63721,22,17,2267
1294,22,63721,19,3185
1295,15175,23,1,46
1296,23,15175,1,40
1297,22,41403,27,3809
1298,41403,22,25,3025
1299,22,43214,19,3185
1300,43214,22,17,2267
1301,23448,22,7,381
1302,22,23448,9,4457
1303,24116,80,1,46
1304,80,24116,6,264
1305,24718,22,5,262
1306,22,24718,5,345
1307,22,60540,5,1285
1308,60540,22,6,340
1309,22,37884,19,3185
1310,37884,22,17,2267
1311,21002,22,2,120
1312,22,21002,7,420
1313,9700,22,24,2899
1314,22,9700,26,3745
1315,56702,23,1,46
1316,23,56702,1,40
1317,22,41448,19,3185
1318,41448,22,19,2371
1319,1576,23,1,46
1320,23,1576,1,40
1321,17708,22,3,179
1322,22,17708,11,7699
1323,22,35995,19,3185
1324,35995,22,17,2267
1325,32948,53413,1,46
1326,0,3,1,57
1327,45412,22,8,447
1328,22,45412,11,4565
1329,39514,22,16,2225
1330,22,39514,20,3249
1331,44353,22,12,1457
1332,22,44353,11,2497
1333,22,40226,19,3185
1334,40226,22,18,2319
1335,22,55344,19,3185
1336,55344,22,15,2163
1337,28320,22,25,3020
1338,22,28320,28,3929
1339,32870,22,12,1808
1340,22,32870,13,2185
1341,53553,7547,1,46
1342,7547,53553,1,40
1343,29865,22,8,433
1344,22,29865,6,1361
1345,22,36420,5,1285
1346,36420,22,6,340
1347,23,30059,1,40
1348,30059,23,1,46
1349,22,47164,19,3185
1350,47164,22,18,2319
1351,47764,22,13,1593
1352,22,47764,13,2669
1353,33104,22,15,2701
1354,22,33104,20,5053
1355,15753,22,8,1361
1356,22,15753,16,7357
1357,15177,23,7,322
1358,23,15177,7,280
1359,5367,23,1,46
1360,23,5367,1,40
1361,47096,22,2,92
1362,22,47096,1,44
1363,22441,22,5,301
1364,22,22441,7,3423
1365,22,16798,26,3745
1366,16798,22,24,2883
1367,23,16078,1,40
1368,16078,23,1,46
1369,34507,22,17,2279
1370,22,34507,20,3289
1371,25179,22,6,329
1372,22,25179,9,1611
1373,57886,22,17,2267
1374,22,57886,20,3237
1375,40670,22,27,3056
1376,22,40670,26,3745
1377,51754,22,24,2932
1378,22,51754,26,3745
1379,23,7334,1,40
1380,7334,23,1,46
1381,49460,22,2,92
1382,22,49460,1,44
1383,35942,22,17,2267
1384,22,35942,19,3185
1385,22,47611,20,3237
1386,47611,22,15,2163
1387,45638,22,24,2932
1388,22,45638,26,3745
1389,26073,22,18,2403
1390,22,26073,21,3369
1391,22,38183,19,3185
1392,38183,22,15,2179
1393,43182,22,18,2056
1394,22,43182,23,3545
1395,58194,22,7,381
1396,22,58194,8,1485
1397,60496,22,19,2475
1398,22,60496,24,4362
1399,22,12991,5,1285
1400,12991,22,6,340
1401,3272,445,3,144
1402,445,3272,3,120
1403,58390,80,1,46
1404,80,58390,6,264
1405,55228,80,1,46
1406,80,55228,6,264
1407,60135,22,14,1699
1408,22,60135,13,2585
1409,8644,22,26,3004
1410,22,8644,26,3745
1411,22,54209,20,3237
1412,54209,22,17,2267
1413,60325,22,7,381
1414,22,60325,9,4445
1415,42386,23,1,46
1416,23,42386,1,40
1417,41353,22,8,445
1418,22,41353,8,1482
1419,19468,22,6,329
1420,22,19468,13,8617
1421,54035,445,2,92
1422,445,54035,1,40
1423,50845,23,1,46
1424,23,50845,1,40
1425,30234,80,1,46
1426,80,30234,6,264
1427,1433,772,1,40
1428,772,1433,1,46
1429,47657,22,18,2105
1430,22,47657,17,3081
1431,3970,22,17,2963
1432,22,3970,18,2985
1433,45301,22,17,2267
1434,22,45301,20,3249
1435,23,7334,1,40
1436,7334,23,1,46
1437,31644,22,8,1096
1438,22,31644,13,4718
1439,41970,22,26,2995
1440,22,41970,28,3865
1441,26680,22,20,3436
1442,22,26680,29,5630
1443,18251,22,3,158
1444,22,18251,10,856
1445,56473,22,4,231
1446,22,56473,12,7751
1447,58921,23,1,46
1448,23,58921,1,40
1449,24994,23,1,46
1450,23,24994,1,40
1451,1667,23,1,46
1452,23,1667,1,40
1453,22,59151,26,3745
1454,59151,22,24,2883
1455,8000,60853,3,132
1456,60853,8000,5,314
1457,23202,22,17,2261
1458,22,23202,21,3301
1459,22,37949,19,3185
1460,37949,22,15,2163
1461,24348,22,16,2223
1462,22,24348,20,3245
1463,57818,22,6,977
1464,22,57818,8,1457
1465,30194,22,4,210
1466,22,30194,7,527
1467,22,55226,19,3185
1468,55226,22,17,2267
1469,32272,5358,1,46
1470,5358,32272,1,40
1471,48608,4437,1,46
1472,4437,48608,1,40
1473,22,57158,19,3185
1474,57158,22,17,2267
1475,22,58041,19,3185
1476,58041,22,17,2267
1477,33556,22,12,1808
1478,22,33556,13,2185
1479,43142,22,8,427
1480,22,43142,9,4445
1481,60625,80,1,46
1482,80,60625,6,264
1483,36902,22,24,2996
1484,22,36902,26,3745
1485,22,54661,19,3185
1486,54661,22,15,2163
1487,50459,7547,1,46
1488,7547,50459,1,40
1489,63196,22,5,277
1490,22,63196,7,3406
1491,22,41610,19,3185
1492,41610,22,15,2195
1493,22,37111,5,1285
1494,37111,22,6,340
1495,22,26487,26,3745
1496,26487,22,26,3038
1497,50466,22,17,2261
1498,22,50466,22,3421
1499,57296,22,7,420
1500,22,57296,8,1535
1501,59253,3779,2,92
1502,3779,59253,1,40
1503,34871,22,2,106
1504,22,34871,4,240
1505,22,38462,19,3185
1506,38462,22,17,2283
1507,22,37239,19,3185
1508,37239,22,17,2267
1509,41239,22,11,1756
1510,22,41239,16,3733
1511,52183,22,2,92
1512,22,52183,1,44
1513,439,80,6,276
1514,80,439,36,1584
1515,8082,37039,1,52
1516,37039,8082,1,46
1517,62048,22,24,2931
1518,22,62048,26,3745
1519,27797,22,5,285
1520,22,27797,12,5699
1521,22,57949,19,3185
1522,57949,22,17,2267
1523,22,51441,19,3185
1524,51441,22,15,2163
1525,51002,22,11,1623
1526,22,51002,14,2721
1527,50080,22,4,226
1528,22,50080,7,420
1529,15580,5358,1,46
1530,5358,15580,1,40
1531,5985,36687,1,40
1532,36687,5985,1,46
1533,37935,22,17,2267
1534,22,37935,20,3249
1535,45576,22,24,2932
1536,22,45576,26,3745
1537,22,23963,26,3745
1538,23963,22,24,2918
1539,23,32662,1,40
1540,32662,23,1,46
1541,33813,22,4,231
1542,22,33813,14,8601
1543,41426,22,26,3020
1544,22,41426,26,3745
1545,29589,22,7,1677
1546,22,29589,7,1413
1547,22,53627,20,3237
1548,53627,22,17,2267
1549,38197,22,5,262
1550,22,38197,3,205
1551,41023,22,21,2304
1552,22,41023,27,3909
1553,22,52363,19,3185
1554,52363,22,15,2163
1555,22,41225,19,3185
1556,41225,22,15,2163
1557,42414,22,6,983
1558,22,42414,10,4530
1559,47785,80,1,46
1560,80,47785,6,264
1561,22,50062,19,3185
1562,50062,22,17,2267
1563,7221,80,3,138
1564,80,7221,7,304
1565,45103,22,4,234
1566,22,45103,6,413
1567,80,51613,1,44
1568,51613,80,2,92
1569,22,11631,26,3745
1570,11631,22,24,2918
1571,10658,22,24,2900
1572,22,10658,26,3745
1573,22,54490,19,3185
1574,54490,22,15,2163
1575,46612,22,15,2163
1576,22,46612,19,3185
1577,22,35937,19,3185
1578,35937,22,15,2163
1579,52520,81,3,152
1580,81,52520,3,120
1581,31105,22,7,441
1582,22,31105,8,1564
1583,16934,5358,1,46
1584,5358,16934,1,40
1585,0,8,1,46
1586,0,0,1,36
1587,48217,80,1,46
1588,80,48217,6,264
1589,5079,5060,1,439
1590,0,3,1,467
1591,25133,22,24,2899
1592,22,25133,27,3865
1593,26093,22,26,3193
1594,22,26093,30,4097
1595,55759,22,14,1915
1596,22,55759,14,2721
1597,60128,22,26,3020
1598,22,60128,25,3705
1599,44762,22,8,1081
1600,22,44762,11,5513
1601,22,35139,19,3197
1602,35139,22,17,2267
1603,80,4072,7,11967
1604,4072,80,13,660
1605,51995,22,15,2163
1606,22,51995,21,5241
1607,49424,22,26,2987
1608,22,49424,27,3849
1609,45298,22,23,2860
1610,22,45298,27,3865
1611,22,45099,19,3185
1612,45099,22,15,2163
1613,62214,22,8,519
1614,22,62214,15,2120
1615,19272,22,24,2900
1616,22,19272,26,3745
1617,12987,80,1,46
1618,80,12987,6,264
1619,52484,80,1,46
1620,80,52484,6,264
1621,22,49378,19,3185
1622,49378,22,17,2267
1623,60776,22,15,2163
1624,22,60776,19,3185
1625,40180,22,8,447
1626,22,40180,10,2581
1627,34258,22,12,1808
1628,22,34258,13,2185
1629,22,50478,19,3185
1630,50478,22,17,2267
1631,22,54912,19,3185
1632,54912,22,15,2163
1633,23,7454,1,40
1634,7454,23,1,46
1635,48837,22,26,3004
1636,22,48837,26,3745
1637,22,45269,19,3185
1638,45269,22,15,2163
1639,23,10211,1,40
1640,10211,23,1,46
1641,22,33760,19,3185
1642,33760,22,15,2163
1643,56863,22,5,307
1644,22,56863,6,2362
1645,8000,61065,3,132
1646,61065,8000,5,314
1647,3868,23,1,46
1648,23,3868,1,40
1649,22,47801,19,3185
1650,47801,22,19,2371
1651,22,53231,19,3185
1652,53231,22,15,2163
1653,22,43325,7,1309
1654,43325,22,8,848
1655,13823,23,1,46
1656,23,13823,1,40
1657,61670,22,27,3076
1658,22,61670,29,3958
1659,23,24381,1,40
1660,24381,23,1,46
1661,80,52396,5,779
1662,52396,80,6,387
1663,4255,22,13,2779
1664,22,4255,18,2985
1665,22,39966,19,3185
1666,39966,22,17,2267
1667,41377,1900,1,122
1668,0,3,1,150
1669,23,28,1,40
1670,28,23,1,46
1671,40412,22,24,2900
1672,22,40412,26,3745
1673,17812,22,17,2267
1674,22,17812,20,3305
1675,22,17600,31,10137
1676,17600,22,15,2722
1677,43516,22,2,92
1678,22,43516,1,44
1679,15645,7547,1,46
1680,7547,15645,1,40
1681,39766,22,17,2267
1682,22,39766,19,3185
1683,53027,22,12,1361
1684,22,53027,14,2153
1685,22734,22,3,180
1686,22,22734,8,480
1687,63016,22,7,1029
1688,22,63016,9,4421
1689,27055,5358,1,46
1690,5358,27055,1,40
1691,43620,22,15,2163
1692,22,43620,19,3185
1693,11129,23,1,46
1694,23,11129,1,40
1695,6404,22,17,1988
1696,22,6404,23,3545
1697,21,10052,1,46
1698,10052,21,1,40
1699,33505,80,1,46
1700,80,33505,6,264
1701,1696,80,1,46
1702,80,1696,6,264
1703,55511,23,1,46
1704,23,55511,1,40
1705,26297,22,6,341
1706,22,26297,10,2578
1707,22,45981,20,3249
1708,45981,22,15,2163
1709,11348,80,1,46
1710,80,11348,6,264
1711,41471,22,17,2137
1712,22,41471,20,3305
1713,4813,22,10,2309
1714,22,4813,20,6603
1715,17392,23,1,46
1716,23,17392,1,40
1717,22,46063,5,1285
1718,46063,22,6,340
1719,64501,22,8,1370
1720,22,64501,12,6017
1721,22,55433,19,3185
1722,55433,22,17,2267
1723,50256,25,1,46
1724,25,50256,1,40
1725,36467,22,10,1477
1726,22,36467,14,5557
1727,24527,22,17,2359
1728,22,24527,24,4517
1729,56005,22,7,459
1730,22,56005,13,2000
1731,22,60578,19,3185
1732,60578,22,15,2163
1733,22,42603,19,3185
1734,42603,22,15,2163
1735,49995,22,7,381
1736,22,49995,14,8669
1737,22,59125,19,3185
1738,59125,22,15,2163
1739,44139,22,17,2267
1740,22,44139,19,3185
1741,22,34602,19,3185
1742,34602,22,17,2267
1743,32776,22,8,457
1744,22,32776,13,1867
1745,35779,22,7,393
1746,22,35779,15,8786
1747,25213,22,14,2111
1748,22,25213,17,3081
1749,32385,22,10,1477
1750,22,32385,14,4589
1751,40264,5358,1,46
1752,5358,40264,1,40
1753,22838,80,1,46
1754,80,22838,6,264
1755,49820,22,6,329
1756,22,49820,9,5397
1757,41657,23,1,46
1758,23,41657,1,40
1759,13470,23,1,46
1760,23,13470,1,40
1761,54997,22,7,395
1762,22,54997,8,3401
1763,60754,22,13,1653
1764,22,60754,14,2625
1765,49308,23,1,60
1766,23,49308,1,40
1767,22,35674,20,3305
1768,35674,22,17,2295
1769,35270,22,12,1808
1770,22,35270,13,2185
1771,22,21943,5,1285
1772,21943,22,6,340
1773,22,32921,20,3237
1774,32921,22,17,2267
1775,5080,5060,1,436
1776,0,3,1,464
1777,22,35250,19,3185
1778,35250,22,17,2267
1779,22,57430,19,3185
1780,57430,22,18,2319
1781,49590,22,15,2163
1782,22,49590,19,3185
1783,22,27130,26,3745
1784,27130,22,24,2889
1785,60256,80,1,46
1786,80,60256,6,264
1787,30899,23,1,46
1788,23,30899,1,40
1789,22,33929,26,3745
1790,33929,22,24,2921
1791,15737,22,8,501
1792,22,15737,10,1684
1793,63214,23,1,46
1794,23,63214,1,40
1795,36031,22,8,481
1796,22,36031,12,5823
1797,22,33826,19,3185
1798,33826,22,17,2267
1799,62031,22,3,173
1800,22,62031,10,6630
1801,42200,22,26,3004
1802,22,42200,26,3745
1803,34155,1900,1,122
1804,0,3,1,150
1805,22,18355,26,3745
1806,18355,22,26,3022
1807,80,325,1,46
1808,325,80,1,40
1809,53506,22,6,334
1810,22,53506,6,418
1811,8000,61275,3,132
1812,61275,8000,5,314
1813,4662,80,1,46
1814,80,4662,6,264
1815,31296,80,1,46
1816,80,31296,6,264
1817,46138,3380,1,46
1818,3380,46138,1,40
1819,44557,22,6,329
1820,22,44557,11,5557
1821,22,35731,26,3745
1822,35731,22,26,2987
1823,22388,22,24,2883
1824,22,22388,27,3865
1825,45734,2323,1,46
1826,2323,45734,1,40
1827,57746,80,1,46
1828,80,57746,6,264
1829,268,80,7,322
1830,80,268,37,1628
1831,22,43274,26,3745
1832,43274,22,24,2889
1833,22,42937,19,3185
1834,42937,22,19,2371
1835,23,7334,1,40
1836,7334,23,1,46
1837,44550,22,17,2267
1838,22,44550,19,3185
1839,41590,22,11,1756
1840,22,41590,11,2081
1841,2323,19303,1,40
1842,19303,2323,1,46
1843,22,23804,26,3745
1844,23804,22,24,2883
1845,22,41288,19,3185
1846,41288,22,17,2267
1847,11284,22,18,2343
1848,22,11284,24,5401
1849,2222,46160,1,40
1850,46160,2222,1,46
1851,64264,22,15,2163
1852,22,64264,21,3425
1853,3114,445,3,144
1854,445,3114,3,120
1855,43483,22,6,329
1856,22,43483,13,8533
1857,22649,22,16,2227
1858,22,22649,21,3330
1859,22,33338,19,3185
1860,33338,22,15,2163
1861,22,52275,26,3745
1862,52275,22,24,2883
1863,22,51542,19,3185
1864,51542,22,15,2163
1865,22,55796,19,3185
1866,55796,22,15,2163
1867,46879,80,1,46
1868,80,46879,6,264
1869,22,55707,19,3185
1870,55707,22,15,2179
1871,22,56701,19,3185
1872,56701,22,17,2267
1873,22,38423,19,3185
1874,38423,22,17,2267
1875,22,53896,19,3185
1876,53896,22,15,2163
1877,22,22634,5,1285
1878,22634,22,6,340
1879,22,42295,26,3745
1880,42295,22,24,2901
1881,22,45881,19,3185
1882,45881,22,17,2267
1883,8297,80,1,46
1884,80,8297,6,264
1885,22,55015,5,1285
1886,55015,22,6,340
1887,11929,22,15,2163
1888,22,11929,19,3185
1889,88,64578,1,40
1890,64578,88,1,46
1891,53464,22,24,2918
1892,22,53464,27,3865
1893,12833,80,1,46
1894,80,12833,6,264
1895,20133,23,1,46
1896,23,20133,1,40
1897,15566,22,6,341
1898,22,15566,8,3458
1899,35179,22,16,2215
1900,22,35179,21,3301
1901,22,41972,31,4193
1902,41972,22,26,3030
1903,35998,22,12,1808
1904,22,35998,13,2185
1905,22,52871,27,3838
1906,52871,22,25,2953
1907,22,54823,19,3185
1908,54823,22,17,2267
1909,25994,22,15,2163
1910,22,25994,20,3305
1911,22,60858,20,3249
1912,60858,22,15,2163
1913,58735,7547,1,46
1914,7547,58735,1,40
1915,22,48788,20,3249
1916,48788,22,17,2261
1917,22,56116,19,3185
1918,56116,22,15,2163
1919,62169,23,1,46
1920,23,62169,1,40
1921,51879,23,1,46
1922,23,51879,1,40
1923,16238,80,1,46
1924,80,16238,6,264
1925,22,22365,26,3745
1926,22365,22,24,2921
1927,0,8,1,46
1928,0,0,1,32
1929,22,51686,20,3237
1930,51686,22,15,2157
1931,39410,22,17,2267
1932,22,39410,19,3185
1933,26728,22,24,2916
1934,22,26728,26,3745
1935,61235,22,12,1586
1936,22,61235,12,2545
1937,22,14584,27,3961
1938,14584,22,21,2790
1939,41998,80,1,46
1940,80,41998,6,264
1941,123,41447,1,76
1942,41447,123,1,76
1943,4306,22,18,3119
1944,22,4306,22,3225
1945,42204,22,24,2900
1946,22,42204,26,3745
1947,22645,80,1,46
1948,80,22645,6,264
1949,22,60397,19,3185
1950,60397,22,17,2267
1951,286,80,1,46
1952,80,286,6,264
1953,22,37758,19,3185
1954,37758,22,17,2267
1955,22,47943,20,3249
1956,47943,22,17,2261
1957,22,43355,19,3185
1958,43355,22,17,2267
1959,0,8,1,46
1960,0,0,1,32
1961,0,8,1,46
1962,0,0,1,32
1963,58810,22,15,2163
1964,22,58810,20,4085
1965,50653,22,17,2279
1966,22,50653,21,5125
1967,22,60743,20,3249
1968,60743,22,18,2313
1969,61569,22,6,337
1970,22,61569,15,8737
1971,8000,61486,3,132
1972,61486,8000,5,314
1973,22,36154,19,3185
1974,36154,22,15,2163
1975,61140,22,15,1771
1976,22,61140,14,2625
1977,1433,6000,1,40
1978,6000,1433,1,46
1979,1409,22,16,2917
1980,22,1409,20,3065
1981,22,5478,27,3865
1982,5478,22,24,2883
1983,123,55016,1,76
1984,55016,123,1,76
1985,63652,22,17,2435
1986,22,63652,22,3433
1987,445,6324,3,120
1988,6324,445,3,144
1989,58753,23,1,46
1990,23,58753,1,40
1991,32127,2323,1,46
1992,2323,32127,1,40
1993,22,4149,19,3077
1994,4149,22,13,2779
1995,29866,80,1,46
1996,80,29866,6,264
1997,58838,22,8,433
1998,22,58838,12,2713
1999,22128,22,27,3722
2000,22,22128,27,3809
2001,22,5776,26,3745
2002,5776,22,24,2889
2003,8099,23,1,60
2004,23,8099,1,40
2005,41802,22,14,1924
2006,22,41802,16,2394
2007,22,35503,19,3185
2008,35503,22,17,2267
2009,53701,22,15,2163
2010,22,53701,19,3185
2011,33729,22,4,231
2012,22,33729,12,8481
2013,46103,443,1,46
2014,443,46103,1,40
2015,39108,22,15,2163
2016,22,39108,19,3185
2017,13352,22,7,381
2018,22,13352,7,1421
2019,22,51279,20,3249
2020,51279,22,19,2371
2021,36722,22,12,1808
2022,22,36722,13,2185
2023,16786,22,25,3035
2024,22,16786,28,3929
2025,32877,80,1,46
2026,80,32877,6,264
2027,22,44240,19,3185
2028,44240,22,15,2163
2029,42325,161,1,66
2030,0,3,1,94
2031,22,3398,20,3065
2032,3398,22,15,2871
2033,22,42169,2,88
2034,42169,22,2,92
2035,37744,22,26,3100
2036,22,37744,28,3902
2037,15787,22,14,2105
2038,22,15787,20,3249
2039,123,52706,1,76
2040,52706,123,1,76
2041,49167,22,4,210
2042,22,49167,4,257
2043,57991,22,4,222
2044,22,57991,6,443
2045,22,39619,19,3185
2046,39619,22,17,2267
2047,61395,22,2,112
2048,22,61395,3,180
2049,57906,587,1,46
2050,587,57906,1,40
2051,22,53657,24,3597
2052,53657,22,20,2152
2053,48159,22,17,2267
2054,22,48159,19,3185
2055,10884,22,5,307
2056,22,10884,14,6866
2057,22,43233,19,3185
2058,43233,22,17,2267
2059,51020,23,1,46
2060,23,51020,1,40
2061,22,13682,5,1285
2062,13682,22,6,340
2063,13912,22,24,2900
2064,22,13912,26,3745
2065,33051,7547,1,46
2066,7547,33051,1,40
2067,23746,80,1,46
2068,80,23746,6,264
2069,35363,22,5,276
2070,22,35363,8,591
2071,52241,22,8,487
2072,22,52241,9,2493
2073,23,42182,1,40
2074,42182,23,1,46
2075,22,42916,19,3185
2076,42916,22,15,2163
2077,36937,23,1,46
2078,23,36937,1,40
2079,22,31586,5,1285
2080,31586,22,6,340
2081,22,46773,30,4173
2082,46773,22,24,2899
2083,63827,5358,1,46
2084,5358,63827,1,40
2085,22,53659,29,3985
2086,53659,22,23,2344
2087,44104,22,12,1457
2088,22,44104,11,2497
2089,52273,22,5,277
2090,22,52273,9,3604
2091,123,47502,1,76
2092,47502,123,1,76
2093,65383,80,1,46
2094,80,65383,6,264
2095,46684,22,27,3687
2096,22,46684,28,3929
2097,56945,22,1,46
2098,22,56945,6,264
2099,40366,22,6,329
2100,22,40366,11,6554
2101,22,38535,19,3185
2102,38535,22,17,2267
2103,61110,22,20,2525
2104,22,61110,29,5849
2105,36218,23,1,46
2106,23,36218,1,40
2107,56582,22,24,2964
2108,22,56582,26,3745
2109,61795,22,16,2227
2110,22,61795,20,3278
2111,53834,22,13,1593
2112,22,53834,13,2669
2113,22,40220,19,3185
2114,40220,22,19,2371
2115,41445,636,1,46
2116,636,41445,1,40
2117,47030,22,24,2932
2118,22,47030,26,3745
2119,47590,22,17,2267
2120,22,47590,19,3185
2121,22,33287,19,3185
2122,33287,22,17,2267
2123,30103,22,8,505
2124,22,30103,12,1907
2125,64131,5358,1,46
2126,5358,64131,1,40
2127,22,23071,26,3745
2128,23071,22,24,2883
2129,33225,22,6,329
2130,22,33225,8,4369
2131,61646,80,1,46
2132,80,61646,6,264
2133,28105,22,6,344
2134,22,28105,12,6713
2135,3584,445,3,144
2136,445,3584,3,120
2137,42163,22,7,420
2138,22,42163,8,1535
2139,38446,22,24,2899
2140,22,38446,27,4773
2141,53478,3389,2,92
2142,3389,53478,1,40
2143,22,40568,19,3185
2144,40568,22,17,2267
2145,61103,22,15,2247
2146,22,61103,21,4289
2147,14778,22,17,2429
2148,22,14778,23,3481
2149,15221,22,6,329
2150,22,15221,9,5421
2151,123,57675,1,76
2152,57675,123,1,76
2153,22,45854,20,3305
2154,45854,22,19,2383
2155,23,31730,1,40
2156,31730,23,1,46
2157,54049,22,17,2267
2158,22,54049,19,3185
2159,8000,61693,3,132
2160,61693,8000,5,314
2161,30921,80,1,46
2162,80,30921,6,264
2163,22,49788,19,3185
2164,49788,22,20,2423
2165,22,57823,19,3185
2166,57823,22,15,2163
2167,25689,80,1,46
2168,80,25689,6,264
2169,29783,23,1,46
2170,23,29783,1,40
2171,10456,80,1,46
2172,80,10456,6,264
2173,47127,80,1,46
2174,80,47127,6,264
2175,3516,22,24,2916
2176,22,3516,26,3745
2177,45895,22,19,2395
2178,22,45895,23,5337
2179,37632,22,12,1808
2180,22,37632,13,2185
2181,4757,22,13,2779
2182,22,4757,19,3077
2183,22,50460,19,3185
2184,50460,22,15,2163
2185,42430,22,5,277
2186,22,42430,6,443
2187,22,55556,19,3185
2188,55556,22,15,2163
2189,53034,22,24,2932
2190,22,53034,26,3745
2191,22,34434,19,3185
2192,34434,22,17,2267
2193,42520,22,19,2533
2194,22,42520,23,4332
2195,22,59586,19,3185
