,Unnamed: 0,Duration_Average ,Duration_Std,Duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
224,0:01:52,12.4150625,[4.29072511],[18.41032193],20734.6875,[23022.25059648],[5.30024023e+08],20734.6875,[23022.25059648],[5.30024023e+08],18.25,[5.22613624],[27.3125],2714.25,[871.23084627],[759043.1875],suspicious
226,0:01:53,7.922333333,[6.14421613],[37.75139189],18404.19444,[22462.57587611],[5.04567315e+08],17681.09167,[22562.61873344],[5.09071764e+08],12.38888889,[8.8890625],[79.0154321],1911.5,[1526.80506105],[2331133.69444444],suspicious
228,0:01:54,19.50169231,[31.55437193],[995.6783876],20339.5,[23009.67594003],[5.29445187e+08],19636.08846,[23281.36391564],[5.42021906e+08],13.73076923,[8.60034745],[73.96597633],2046.384615,[1348.95615134],[1819682.69822485],suspicious
230,0:01:55,13.74216667,[33.48171175],[1121.02502197],19137.5,[21918.38898809],[4.80415776e+08],19135.05417,[21919.92429448],[4.80483081e+08],7.458333333,[7.72430777],[59.66493056],1132.708333,[1268.94695447],[1610226.37326389],suspicious
232,0:01:56,10.42692308,[7.4380053],[55.32392284],21584.92308,[23607.48204395],[5.57313208e+08],21584.92308,[23607.48204395],[5.57313208e+08],14,[9.97304058],[99.46153846],2166.461538,[1521.63298493],[2315366.9408284],suspicious
234,0:01:57,12.936,[21.8844946],[478.93110378],19699.11111,[22899.82453812],[5.24401964e+08],19699.11111,[22899.82453812],[5.24401964e+08],10.69444444,[9.20392261],[84.71219136],1732.277778,[1910.62883207],[3650502.53395062],suspicious
236,0:01:58,7.563736842,[7.45554631],[55.58517072],17575.36842,[21253.78703645],[4.51723463e+08],17575.36842,[21253.78703645],[4.51723463e+08],8.210526316,[7.34545292],[53.95567867],1354.657895,[1619.13287833],[2621591.27770083],suspicious
238,0:01:59,18.49378571,[29.15899641],[850.24707145],21171.42857,[24614.33365574],[6.05865421e+08],21171.42857,[24614.33365574],[6.05865421e+08],15.39285714,[9.01720295],[81.30994898],2504.571429,[1763.44041636],[3109722.10204082],suspicious
240,0:02:00,11.6757931,[7.9641075],[63.4270083],15720.03448,[20355.06580425],[4.14328704e+08],16755.96552,[20299.92485545],[4.12086949e+08],16.24137931,[9.51824083],[90.59690844],2565.689655,[1670.23591362],[2789688.00713436],suspicious
242,0:02:01,16.38428571,[27.54823728],[758.90537725],18869.90476,[23155.07880606],[5.36157675e+08],18869.90476,[23155.07880606],[5.36157675e+08],14.64285714,[8.80157299],[77.46768707],2243.333333,[1696.15240593],[2876932.98412698],suspicious
244,0:02:02,18.89263158,[27.12199997],[735.60288234],20352.05263,[21892.3763875],[4.79276144e+08],20352.05263,[21892.3763875],[4.79276144e+08],13.97368421,[9.03061122],[81.55193906],2130.131579,[1487.81839885],[2213603.58795014],suspicious
246,0:02:03,23.76368571,[40.67868244],[1654.75520496],22298.91429,[23742.62249009],[5.63712123e+08],19464.66571,[23075.75597336],[5.32490514e+08],8.828571429,[7.38138862],[54.48489796],1713.314286,[2017.1351222],[4068834.10122449],suspicious
248,0:02:04,19.8625,31.77568766,[1009.69432658],19039.875,[22910.87032814],[5.24907979e+08],19039.875,[22910.87032814],[5.24907979e+08],13.16666667,[9.21351664],[84.88888889],1807.375,[1441.12868997],[2076851.90104167],suspicious
250,0:02:05,22.34313333,40.78430403,[1663.35945518],18327.76667,[22753.18321713],[5.17707347e+08],18327.76667,[22753.18321713],[5.17707347e+08],9.2,[8.03492377],[64.56],1481.833333,[1528.88292735],[2337483.00555556],suspicious
252,0:02:06,20.31656522,35.35448893,[1249.93988772],22664.71739,[24180.25385711],[5.84684677e+08],21527.83261,[23898.60359019],[5.71143254e+08],26.7826087,[58.3217884],[3401.43100189],66458.13043,[346571.73311951],[1.20111966e+11],suspicious
254,0:02:07,13.6964,[17.90740833],[320.67527317],16545.8,[21274.22128054],[4.52592491e+08],16546.06667,[21274.01393082],[4.52583669e+08],13.03333333,[9.54806554],[91.16555556],1932.633333,[1564.97698563],[2449152.96555556],suspicious
256,0:02:08,5.949363636,[6.31799654],[39.91708023],20173.36364,[23690.35882254],[5.61233101e+08],20173.36364,[23690.35882254],[5.61233101e+08],10.18181818,[9.14348434],[83.60330579],1459.136364,[1468.50459793],[2156505.75413223],suspicious
258,0:02:09,12.85446667,[13.6516063],[186.36635452],19395.76667,[21904.06839788],[4.79788212e+08],19395.76667,[21904.06839788],[4.79788212e+08],8.4,[8.00666389],[64.10666667],1427.866667,[1884.86105117],[3552701.18222222],suspicious
260,0:02:10,12.93058824,[27.71847991],[768.3141286],22130.76471,[22344.25330786],[4.99265656e+08],20810.03824,[22173.04757692],[4.91644039e+08],9.323529412,[7.87669903],[62.04238754],1526.558824,[1438.44006993],[2069109.83477509],suspicious
262,0:02:11,20.36630769,[33.09641458],[1095.37265791],22421.88462,[25667.26650114],[6.5880857e+08],22421.88462,[25667.26650114],[6.5880857e+08],10.96153846,[7.26149364],[52.72928994],2088.923077,[1988.29989077],[3953336.4556213],suspicious
264,0:02:12,20.52790909,[32.24663991],[1039.84578517],20098.09091,[22849.8527863],[5.22115772e+08],20098.09091,[22849.8527863],[5.22115772e+08],15.68181818,[8.35782901],[69.85330579],2617.863636,[1880.4850993],[3536224.20867769],suspicious
266,0:02:13,24.01293333,[40.41807673],[1633.6209266],18378.5,[21509.07854333],[4.6264046e+08],18280.27667,[21562.83818795],[4.64955991e+08],9.4,[9.76592716],[95.37333333],1448.4,[1588.4966184],[2523321.50666667],suspicious
268,0:02:14,28.1925625,[39.4285308],[1554.60904125],17638.375,[21895.76900304],[4.794247e+08],17638.625,[21895.56765613],[4.79415883e+08],15.1875,[8.90729161],[79.33984375],2405.5625,[1747.99669153],[3055492.43359375],suspicious
270,0:02:15,5.209,[5.3439144],[28.55742109],14756.86364,[20987.97250439],[4.4049499e+08],14744.46818,[20993.48397682],[4.40726369e+08],9.863636364,[7.93894574],[63.0268595],1527.727273,[1317.62704],[1736141.01652893],suspicious
272,0:02:16,18.89736,[35.66621051],[1272.07857191],19683.16,[22365.74869336],[5.00226715e+08],17482.432,[21341.25822488],[4.55449303e+08],12.52,[20.72799074],[429.6496],15585.9,[98475.12309193],[9.69734987e+09],suspicious
274,0:02:17,30.73275,[43.93744427],[1930.49900869],19996.625,[22443.04675694],[5.03690348e+08],20638.79063,[23086.63755298],[5.32992834e+08],12.5625,[9.22949586],[85.18359375],2170.21875,[2178.63707014],[4746459.48339844],suspicious
276,0:02:18,28.50846154,[70.81325219],[5014.51668563],21768.34615,[25403.20332911],[6.45322739e+08],21768.34615,[25403.20332911],[6.45322739e+08],9.384615385,[7.85971678],[61.77514793],1424.307692,[1517.52855173],[2302892.90532544],suspicious
278,0:02:19,18.85125,[28.87955882],[834.02891769],20989.0625,[22508.06156683],[5.06612835e+08],20989.0625,[22508.06156683],[5.06612835e+08],12.375,[9.16088833],[83.921875],2185.625,[2016.7122494],[4067128.296875],suspicious
280,0:02:20,16.35252381,[24.48821003],[599.67243034],16692.78571,[20947.62777061],[4.38803109e+08],16692.97619,[20947.47601853],[4.38796752e+08],16.19047619,[8.62509654],[74.39229025],2457.119048,[1421.04448847],[2019367.43820862],suspicious
282,0:02:21,15.50688889,[28.88775026],[834.50211488],21693.52778,[24281.12447228],[5.89573006e+08],21693.52778,[24281.12447228],[5.89573006e+08],13.47222222,[9.18781231],[84.41589506],2067.416667,[1448.27948452],[2097513.46527778],suspicious
284,0:02:22,20.1055,[34.39693719],[1183.149288],16616.28125,[20492.47969261],[4.19941724e+08],16616.28125,[20492.47969261],[4.19941724e+08],11.375,[9.62662324],[92.671875],1687.75,[1811.97142293],[3283240.4375],suspicious
286,0:02:23,22.21471429,[41.25228083],[1701.75067335],18406.85714,[21977.4981543],[4.83010425e+08],18407.42857,[21977.01965598],[4.82989393e+08],7.714285714,[6.54029894],[42.7755102],1350.571429,[1438.68748291],[2069821.67346939],suspicious
288,0:02:24,8.444083333,[6.36962887],[40.57217191],18550.5,[20627.91547677],[4.25510897e+08],18550.5,[20627.91547677],[4.25510897e+08],14.04166667,[8.90916741],[79.37326389],2007.541667,[1427.87000398],[2038812.74826389],suspicious
290,0:02:25,18.64966667,[24.54930572],[602.66841156],18036.66667,[22473.59277216],[5.05062372e+08],18036.93333,[22473.37879794],[5.05052755e+08],14.8,[8.96437393],[80.36],2174.6,[1584.98255721],[2512169.70666667],suspicious
292,0:02:26,8.412666667,[6.30631208],[39.76957206],19754.83333,[21754.6634994],[4.73265384e+08],19754.83333,[21754.6634994],[4.73265384e+08],14.45833333,[8.47535234],[71.83159722],2162.25,[1370.85351302],[1879239.35416667],suspicious
294,0:02:27,17.76291667,[31.90122188],[1017.68795758],17651.33333,[21319.4569675],[4.54519245e+08],17651.33333,[21319.4569675],[4.54519245e+08],12.33333333,[9.25862961],[85.72222222],1883.083333,[1698.13647657],[2883667.49305556],suspicious
296,0:02:28,11.83564286,[12.85207194],[165.17575309],17410.25,[21935.20417311],[4.81153182e+08],15791.08214,[21338.06500223],[4.55313018e+08],10.46428571,[8.44089595],[71.24872449],1453.321429,[1361.8680462],[1854684.5752551],suspicious
298,0:02:29,17.54541176,[27.1821664],[738.87017012],18094.05882,[20682.85491862],[4.27780488e+08],18094.05882,[20682.85491862],[4.27780488e+08],15.52941176,[9.13376185],[83.42560554],2457.970588,[1740.22969216],[3028399.38148789],suspicious
300,0:02:30,14.64593333,[28.98678269],[840.23357046],21184.06667,[22533.6084356],[5.07763509e+08],19225.74333,[21707.24612068],[4.71204534e+08],10.33333333,[7.48925156],[56.08888889],1902.433333,[1881.02498093],[3538254.97888889],suspicious
302,0:02:31,3.7905,[3.68399384],[13.57181058],15297.16667,[17474.06755182],[3.05343037e+08],15297.16667,[17474.06755182],[3.05343037e+08],6.583333333,[5.7221548],[32.74305556],928.3333333,[987.83452843],[975817.05555556],suspicious
304,0:02:32,2.305125,[3.35336206],[11.24503711],21388,[24294.44499263],[5.90220058e+08],21388,[24294.44499263],[5.90220058e+08],6.9375,[7.91729712],[62.68359375],1117.0625,[1618.80324116],[2620523.93359375],suspicious
306,0:02:33,14.61773077,[31.76215434],[1008.83444843],21478.40385,[23808.32776512],[5.66836471e+08],20666.51154,[23737.89760917],[5.63487783e+08],9.192307692,[8.69137163],[75.53994083],1349.557692,[1462.63239261],[2139293.51590237],suspicious
308,0:02:34,27.8089375,[40.33614927],[1627.00493806],18634.75,[22966.22627087],[5.27447549e+08],18634.75,[22966.22627087],[5.27447549e+08],12.96875,[9.14974171],[83.71777344],2034.71875,[1850.28906921],[3423569.63964844],suspicious
310,0:02:35,1057.597012,[9458.73200626],[89467611.16619284],32494.20988,[24816.9012999],[6.1587859e+08],32494.20988,[24816.9012999],[6.1587859e+08],90.90740741,[756.31644535],[572014.56550069],102198.6667,[1245792.88877245],[1.55199992e+12],normal
312,0:02:36,0.070512195,[0.03426804],[0.0011743],32905.13415,[25156.63194805],[6.32856131e+08],32905.13415,[25156.63194805],[6.32856131e+08],6.487804878,[0.56835025],[0.32302201],895.3658537,[488.11967525],[238260.81737061],normal
314,0:02:37,15.26344444,[26.89639761],[723.41620447],21103.86111,[22313.37036541],[4.97886497e+08],21103.86111,[22313.37036541],[4.97886497e+08],11.30555556,[8.57262907],[73.48996914],1848.638889,[1757.85581435],[3090057.06404321],suspicious
316,0:02:38,17.14192857,[23.98019149],[575.04958378],18755.96429,[22953.07521177],[5.26843662e+08],18754.68929,[22953.80879318],[5.26877338e+08],14.10714286,[10.25858277],[105.23852041],2186.392857,[1673.19462063],[2799580.23852041],suspicious
318,0:02:39,18.2935,[34.974997],[1223.25041485],18914.8,[21773.17987938],[4.74071362e+08],18913.515,[21773.9582056],[4.74105256e+08],10.4,[6.93108938],[48.04],1845.25,[1671.19777031],[2792901.9875],suspicious
320,0:02:40,24.01742857,[31.21596321],[974.43635891],19936.57143,[22300.86148682],[4.97328423e+08],19936.57143,[22300.86148682],[4.97328423e+08],16.97619048,[9.82098845],[96.45181406],2703.404762,[1839.76864565],[3384748.66950113],suspicious
322,0:02:41,17.54852632,[26.04089273],[678.12809435],19513.94737,[22208.7153103],[4.93227036e+08],19513.94737,[22208.7153103],[4.93227036e+08],13.23684211,[7.91212996],[62.60180055],2089,[1501.0802952],[2253242.05263158],suspicious
324,0:02:42,6.40825,[7.68659928],[59.08380852],18760.125,[19402.35336094],[3.76451316e+08],18760.125,[19402.35336094],[3.76451316e+08],9.416666667,[10.05367539],[101.07638889],1290.666667,[1497.72251176],[2243172.72222222],suspicious
326,0:02:43,18.7624375,[28.62146541],[819.188282],20078.84375,[23312.39490071],[5.43467756e+08],19049.41563,[23364.87451815],[5.45917361e+08],13,[8.6710726],[75.1875],1822.40625,[1354.49985833],[1834669.86621094],suspicious
328,0:02:44,24.32038462,[41.76091036],[1743.97363439],18737.03846,[22661.68769172],[5.13552089e+08],18736.74231,[22661.83799403],[5.13558901e+08],10.73076923,[7.61858907],[58.04289941],2113.769231,[2153.31492762],[4636765.17751479],suspicious
330,0:02:45,37.46133333,[45.62553182],[2081.68915378],19114.16667,[24653.25644312],[6.07783053e+08],18708.40556,[24875.34369068],[6.18782724e+08],16.11111111,[10.57191714],[111.7654321],2898.5,[2548.95682911],[6497180.91666667],suspicious
332,0:02:46,31.89181818,[37.4893041],[1405.44792197],21629.81818,[23094.58430344],[5.33359824e+08],21629.81818,[23094.58430344],[5.33359824e+08],14.36363636,[7.49269617],[56.14049587],2321.636364,[1702.28823394],[2897785.23140496],suspicious
334,0:02:47,6.779444444,[6.06459547],[36.77931825],19536.72222,[22751.91125013],[5.17649466e+08],19536.72222,[22751.91125013],[5.17649466e+08],10.05555556,[8.63759369],[74.60802469],1412.055556,[1369.8473748],[1876481.83024691],suspicious
336,0:02:48,10.51451613,[8.64061288],[74.66019102],19437.67742,[23444.26953215],[5.49633774e+08],19437.67742,[23444.26953215],[5.49633774e+08],15.03225806,[10.59970745],[112.35379813],2152.419355,[1599.1276407],[2557209.21123829],suspicious
338,0:02:49,25.12506667,[44.09126806],[1944.03991873],20768.5,[21810.76370167],[4.75709413e+08],20768.5,[21810.76370167],[4.75709413e+08],16.3,[8.15332243],[66.47666667],2382.866667,[1525.02416884],[2325698.71555556],suspicious
340,0:02:50,21.88071429,[52.56890934],[2763.49022878],15311.10714,[20058.56476018],[4.0234602e+08],15308.23571,[20059.96781672],[4.02402309e+08],12.03571429,[9.74123101],[94.89158163],1729.714286,[1373.94291463],[1887719.13265306],suspicious
342,0:02:51,13.76788889,[8.50370798],[72.31304943],13797.11111,[19868.72232622],[3.94766127e+08],13797.11111,[19868.72232622],[3.94766127e+08],15.61111111,[7.71822438],[59.57098765],2259.555556,[1247.95095266],[1557381.58024691],suspicious
344,0:02:52,20.19125,[35.27185288],[1244.10360529],16207.725,[21211.36493367],[4.49922002e+08],15156.0575,[20938.01376334],[4.3840042e+08],11.85,[9.72252539],[94.5275],1699.425,[1629.52344088],[2655346.644375],suspicious
346,0:02:53,7.677,[8.252682],[68.10676022],20671.16667,[23235.52704672],[5.39889717e+08],20671.16667,[23235.52704672],[5.39889717e+08],10.47222222,[9.15752912],[83.86033951],1594,[1530.71626299],[2343092.27777778],suspicious
348,0:02:54,14.34244444,[19.14825648],[366.65572625],14529.22222,[19303.13862952],[3.72611161e+08],14527.03611,[19304.12283011],[3.72649158e+08],10.30555556,[8.44860095],[71.37885802],1648.388889,[1727.647956],[2984767.45987654],suspicious
350,0:02:55,34.6126,[43.82715081],[1920.81914811],17579.46667,[22291.15264364],[4.96895486e+08],17579.46667,[22291.15264364],[4.96895486e+08],14.13333333,[8.31758512],[69.18222222],2276.766667,[1729.92758391],[2992649.44555556],suspicious
352,0:02:56,8.076,[7.52012269],[56.55224526],17649.34211,[21885.63516541],[4.78981027e+08],17258.00789,[22057.08377864],[4.86514945e+08],11.68421053,[9.17693121],[84.21606648],1709.394737,[1436.55843378],[2063700.13365651],suspicious
354,0:02:57,15.696,[29.98674903],[899.20511743],15810.32143,[20413.12139121],[4.16695525e+08],15810.32143,[20413.12139121],[4.16695525e+08],11.25,[8.70396051],[75.75892857],1844.107143,[1874.283279],[3512937.80994898],suspicious
356,0:02:58,16.81885714,[22.13828872],[490.10382741],20464.96429,[22828.06211737],[5.2112042e+08],20464.96429,[22828.06211737],[5.2112042e+08],13.17857143,[10.09969438],[102.00382653],2031.535714,[1785.50183986],[3188016.82015306],suspicious
358,0:02:59,26.90023529,[44.44952651],[1975.76040736],22279.38235,[24318.13860913],[5.91371865e+08],22279.38235,[24318.13860913],[5.91371865e+08],11.61764706,[7.07112898],[50.00086505],2259.235294,[2075.81962634],[4309027.12110727],suspicious
360,0:03:00,13.14545,[26.18529448],[685.66964705],20077.45,[21022.7195909],[4.41954739e+08],20077.45,[21022.7195909],[4.41954739e+08],11.325,[10.68266704],[114.119375],1631.825,[1720.80533309],[2961170.994375],suspicious
362,0:03:01,8.625846154,[7.59442006],[57.67521598],19064.30769,[22845.82728736],[5.21931824e+08],19053.93462,[22852.09184784],[5.22218102e+08],12.88461538,[9.60098922],[92.17899408],1895.384615,[1383.52851787],[1914151.15976331],suspicious
364,0:03:02,12.08195238,[19.66332406],[386.64631328],16012.30952,[21125.54780184],[4.4628877e+08],16012.38571,[21125.4900581],[4.4628633e+08],11.33333333,[9.49352327],[90.12698413],1692.666667,[1662.77701833],[2764827.41269841],suspicious
366,0:03:03,23.124,[50.98905871],[2599.88410776],21135.26471,[24374.47650516],[5.94115105e+08],21135.26471,[24374.47650516],[5.94115105e+08],11.67647059,[10.23753356],[104.80709343],1872.117647,[1847.72774231],[3414097.80968858],suspicious
368,0:03:04,9.623555556,[6.57463476],[43.22582225],19137.55556,[23472.39373586],[5.50953268e+08],19137.55556,[23472.39373586],[5.50953268e+08],12.44444444,[9.05674839],[82.02469136],1802.555556,[1515.11830203],[2295583.4691358],suspicious
370,0:03:05,11.091125,[9.02238676],[81.40346286],19722.84375,[23285.13523569],[5.42197523e+08],19721.66563,[23285.85353956],[5.42230975e+08],15.09375,[7.76755824],[60.33496094],2314.53125,[1228.22964527],[1508548.06152344],suspicious
372,0:03:06,21.73518182,[33.09943047],[1095.57229742],16302.95455,[20502.33420741],[4.20345708e+08],16301.51364,[20503.08593457],[4.20376533e+08],11.63636364,[8.72585216],[76.14049587],2324.409091,[2241.05274894],[5022317.42355372],suspicious
374,0:03:07,21.99091667,[39.11317191],[1529.84021691],14946.41667,[19206.12309681],[3.68875164e+08],14946.75,[19205.86375791],[3.68865203e+08],8.166666667,[8.11206235],[65.80555556],1591,[2173.90336338],[4725855.83333333],suspicious
376,0:03:08,27.015,[39.9884031],[1599.07238244],17119.33333,[20600.74046674],[4.24390508e+08],17118.175,[20601.39461972],[4.2441746e+08],13.25,[9.1420123],[83.57638889],2361.888889,[1937.24228075],[3752907.65432099],suspicious
378,0:03:09,30.11545455,[45.23454085],[2046.16368588],16015.95455,[21509.55109095],[4.62660788e+08],16016.31818,[21509.28039113],[4.62649143e+08],11.90909091,[7.27954226],[52.99173554],2080.136364,[1935.73662971],[3747076.29958678],suspicious
380,0:03:10,18.85905263,[28.86705935],[833.30711573],19158.26316,[21018.80963964],[4.41790359e+08],19158.26316,[21018.80963964],[4.41790359e+08],8.131578947,[7.41680543],[55.00900277],1193.815789,[1257.20114907],[1580554.72922438],suspicious
382,0:03:11,16.25023529,[28.65988989],[821.3892883],22172.08824,[24541.43410567],[6.02281988e+08],21799.80294,[24048.52662209],[5.78331633e+08],9.764705882,[10.0734328],[101.47404844],1408.764706,[1540.65513297],[2373618.23875433],suspicious
